Step 4500 | norm: 1.4660 | lr: 0.000108 | loss: 2.2822 | Data dt: 20.50 | Forward dt:  9.40 | Backward dt: 17.23
Step 4600 | norm: 1.4796 | lr: 0.000110 | loss: 2.2453 | Data dt: 20.00 | Forward dt:  9.44 | Backward dt: 17.58
Step 4700 | norm: 1.2311 | lr: 0.000113 | loss: 2.2113 | Data dt: 19.77 | Forward dt: 11.81 | Backward dt: 19.36
Step 4800 | norm: 2.6426 | lr: 0.000115 | loss: 2.2211 | Data dt: 19.52 | Forward dt:  9.97 | Backward dt: 18.47
Step 4900 | norm: 1.9344 | lr: 0.000118 | loss: 2.2380 | Data dt: 19.98 | Forward dt:  9.58 | Backward dt: 18.11
Step 5000 | norm: 1.4880 | lr: 0.000120 | loss: 2.2784 | Data dt: 20.04 | Forward dt:  9.69 | Backward dt: 17.58
Step 5100 | norm: 1.6084 | lr: 0.000122 | loss: 2.1996 | Data dt: 19.78 | Forward dt:  9.57 | Backward dt: 17.76
Step 5200 | norm: 2.1942 | lr: 0.000125 | loss: 2.2367 | Data dt: 20.21 | Forward dt:  9.55 | Backward dt: 18.57
Step 5300 | norm: 2.5317 | lr: 0.000127 | loss: 2.2170 | Data dt: 20.05 | Forward dt:  9.72 | Backward dt: 18.37
Step 5400 | norm: 1.4538 | lr: 0.000130 | loss: 2.1640 | Data dt: 19.51 | Forward dt:  9.52 | Backward dt: 17.94
Step 5500 | norm: 1.3617 | lr: 0.000132 | loss: 2.1616 | Data dt: 20.12 | Forward dt:  9.52 | Backward dt: 19.03
Step 5600 | norm: 1.3874 | lr: 0.000134 | loss: 2.1023 | Data dt: 20.81 | Forward dt:  9.28 | Backward dt: 17.47
Step 5700 | norm: 1.4557 | lr: 0.000137 | loss: 2.1404 | Data dt: 13.52 | Forward dt: 11.98 | Backward dt: 21.77
Step 5800 | norm: 1.4647 | lr: 0.000139 | loss: 2.1635 | Data dt: 20.99 | Forward dt:  9.50 | Backward dt: 18.30
Step 5900 | norm: 1.9930 | lr: 0.000142 | loss: 2.1071 | Data dt: 20.85 | Forward dt:  9.30 | Backward dt: 17.31
Step 6000 | norm: 1.4073 | lr: 0.000144 | loss: 2.1771 | Data dt: 21.75 | Forward dt:  9.60 | Backward dt: 17.80
Step 6100 | norm: 2.7236 | lr: 0.000146 | loss: 2.1977 | Data dt: 20.93 | Forward dt:  9.57 | Backward dt: 17.48
Step 6200 | norm: 1.1632 | lr: 0.000149 | loss: 2.2662 | Data dt: 12.55 | Forward dt: 11.70 | Backward dt: 21.97
Step 6300 | norm: 2.7417 | lr: 0.000151 | loss: 2.2159 | Data dt: 20.83 | Forward dt:  9.28 | Backward dt: 17.67
Step 6400 | norm: 1.5378 | lr: 0.000154 | loss: 2.2065 | Data dt: 21.26 | Forward dt:  9.14 | Backward dt: 16.92
Step 6500 | norm: 1.6004 | lr: 0.000156 | loss: 2.2210 | Data dt: 20.46 | Forward dt:  9.42 | Backward dt: 17.83
Step 6600 | norm: 1.1533 | lr: 0.000158 | loss: 2.1925 | Data dt: 18.04 | Forward dt:  9.35 | Backward dt: 18.24
Step 6700 | norm: 1.4728 | lr: 0.000161 | loss: 2.2231 | Data dt: 21.23 | Forward dt:  9.07 | Backward dt: 17.92
Step 6800 | norm: 1.8065 | lr: 0.000163 | loss: 2.2244 | Data dt: 19.71 | Forward dt:  9.58 | Backward dt: 17.96
Step 6900 | norm: 1.8730 | lr: 0.000166 | loss: 2.1341 | Data dt: 20.01 | Forward dt:  9.39 | Backward dt: 17.46
Step 7000 | norm: 2.1158 | lr: 0.000168 | loss: 2.1974 | Data dt: 20.17 | Forward dt:  9.18 | Backward dt: 18.57
Step 7100 | norm: 4.7224 | lr: 0.000170 | loss: 2.1677 | Data dt: 20.96 | Forward dt:  9.05 | Backward dt: 17.51
Step 7200 | norm: 2.8642 | lr: 0.000173 | loss: 2.1416 | Data dt: 21.20 | Forward dt:  8.96 | Backward dt: 17.42
Step 7300 | norm: 1.8383 | lr: 0.000175 | loss: 2.1925 | Data dt: 15.46 | Forward dt:  9.28 | Backward dt: 21.42
Step 7400 | norm: 1.8771 | lr: 0.000178 | loss: 2.1400 | Data dt: 20.26 | Forward dt:  9.07 | Backward dt: 17.29
Step 7500 | norm: 2.2867 | lr: 0.000180 | loss: 2.1472 | Data dt: 21.42 | Forward dt:  8.81 | Backward dt: 17.24
Step 7600 | norm: 1.7382 | lr: 0.000182 | loss: 2.1417 | Data dt: 20.89 | Forward dt:  9.01 | Backward dt: 17.28
Step 7700 | norm: 2.5492 | lr: 0.000185 | loss: 2.2056 | Data dt: 20.65 | Forward dt:  8.98 | Backward dt: 17.55
Step 7800 | norm: 1.3251 | lr: 0.000187 | loss: 2.1619 | Data dt: 20.54 | Forward dt:  8.97 | Backward dt: 17.66
Step 7900 | norm: 1.7603 | lr: 0.000190 | loss: 2.1403 | Data dt: 19.72 | Forward dt:  9.34 | Backward dt: 17.61
Step 8000 | norm: 1.8289 | lr: 0.000192 | loss: 2.1088 | Data dt: 20.52 | Forward dt:  9.29 | Backward dt: 17.67
Step 8100 | norm: 1.7755 | lr: 0.000194 | loss: 2.0961 | Data dt: 20.31 | Forward dt:  8.89 | Backward dt: 16.79
Step 8200 | norm: 1.4255 | lr: 0.000197 | loss: 2.0859 | Data dt: 20.45 | Forward dt:  9.17 | Backward dt: 17.73
Step 8300 | norm: 3.7065 | lr: 0.000199 | loss: 2.1478 | Data dt: 20.69 | Forward dt:  8.95 | Backward dt: 17.01
Step 8400 | norm: 2.1103 | lr: 0.000202 | loss: 2.0760 | Data dt: 20.89 | Forward dt:  8.96 | Backward dt: 17.26
Step 8500 | norm: 2.8635 | lr: 0.000204 | loss: 2.1083 | Data dt: 13.12 | Forward dt:  9.29 | Backward dt: 17.65
